2.058520317043511239e-01,8.368777212198635906e-01
3.338474698131222440e-01,7.858990092592094134e-01
5.829228599383993181e-01,7.049636202341886815e-01
3.379055786988552357e-01,7.840415513786903601e-01
3.270733472900080319e-01,7.887021373641778244e-01
2.528609546097596583e-01,8.155465804781613093e-01
4.800060791148554329e-01,7.343937566338961664e-01
2.316572037959896413e-01,8.230922468845767170e-01
3.012251208430135607e-01,7.972787657212420109e-01
5.716864190810180268e-01,7.065371042811869895e-01
2.990216566612940996e-01,7.981332658697226634e-01
2.263405274907155651e-01,8.249106579228001612e-01
4.966535164554380932e-01,7.289403839843666688e-01
4.545761774639364150e-01,7.441624770401483735e-01
4.953103056764613932e-01,7.295401467284788888e-01
2.141150988031342295e-01,8.326656603388503664e-01
4.170380161513124184e-01,7.563913520430967097e-01
4.034271364326905140e-01,7.610570874445851119e-01
3.838873901947800760e-01,7.678633817507050097e-01
2.826285856850732636e-01,8.048099750783559436e-01
5.665370761028419855e-01,7.077592630565014975e-01
6.023274536294780379e-01,6.997575233550810125e-01
3.497324951380300639e-01,7.798269834374768061e-01
4.478849606895790592e-01,7.462512521738393634e-01
2.569589149018576824e-01,8.137151854452164823e-01
5.831113771775523480e-01,7.037477186503351412e-01
5.919402179299814160e-01,7.020769654127502202e-01
4.841699724372841018e-01,7.332249183705181750e-01
4.095919324403819450e-01,7.588441682741603467e-01
4.513760315429449221e-01,7.442654447547321084e-01
4.766685497518674541e-01,7.357336228697161085e-01
3.981940890123461529e-01,7.628414447040513524e-01
3.671973410523777792e-01,7.739403900024591776e-01
2.492554163184016180e-01,8.162491275038488148e-01
4.889589946099363038e-01,7.313687883479133012e-01
2.686318940665625155e-01,8.090051856823252674e-01
3.165841203536629012e-01,7.924258491504679869e-01
3.238918124246559227e-01,7.904619503697951632e-01
5.376303991751451017e-01,7.158451992214976967e-01
3.597897541578363168e-01,7.766869138773280223e-01
2.183647315432658276e-01,8.303512722049737338e-01
2.870142070118873456e-01,8.023128196204811768e-01
3.912401018024450616e-01,7.655634717383944521e-01
6.347919889399794569e-01,6.953553300146408933e-01
3.544181304771023000e-01,7.787015105406300819e-01
5.520867107492370973e-01,7.117293314706488738e-01
4.681121156830887475e-01,7.383520460130204022e-01
4.349551444573446779e-01,7.505003446823551583e-01
2.433769306773906627e-01,8.185810316004794585e-01
4.404706792547417038e-01,7.479364323177053464e-01
6.508512382073685654e-01,6.925387681789068051e-01
3.058850685937245517e-01,7.956816402549723444e-01
4.752934867008885567e-01,7.363461038618083210e-01
3.954931684504450207e-01,7.638124174906625319e-01
4.307812587292593198e-01,7.515268253408023957e-01
2.608694240794152686e-01,8.123903130293006480e-01
5.349797916483699511e-01,7.170084843307599209e-01
3.774796761133921708e-01,7.709810122051010683e-01
4.262405943154919385e-01,7.534477007071438415e-01
3.865530809718529803e-01,7.667994274337529559e-01
2.344533286763552105e-01,8.221401004507500332e-01
4.238140480467678106e-01,7.542114059141638016e-01
4.376559524743693919e-01,7.492363913076243165e-01
4.579799108159388621e-01,7.420484803399733931e-01
5.485409508280816304e-01,7.124782750778582141e-01
3.473611114838707770e-01,7.806881846481531495e-01
4.633344511308058467e-01,7.409934544030158943e-01
5.003037494706639166e-01,7.275056818656518987e-01
2.648719424041108272e-01,8.107645335702557965e-01
5.053205665379125744e-01,7.260737358247023598e-01
6.085385205428590627e-01,6.979645203730808767e-01
5.214782243308639931e-01,7.207473720761785607e-01
2.783501431237298540e-01,8.070459030743658557e-01
3.185929017903640359e-01,7.915231824146525819e-01
3.421267123036064728e-01,7.825798908089570682e-01
4.165040782755921045e-01,7.571255140313627452e-01
5.591903156459230306e-01,7.098875369316830497e-01
3.718510344190140149e-01,7.722760811901262512e-01
5.174154707319561508e-01,7.224930388335291109e-01
3.793691504683007754e-01,7.694799080404732816e-01
2.912023335540781521e-01,8.011191799819520343e-01
3.644246090746368072e-01,7.749462262665063328e-01
2.742114519775870063e-01,8.071207428538843542e-01
5.122074386437706073e-01,7.236383654364662021e-01
3.111832142962397407e-01,7.940031903998666651e-01
2.105613660411528865e-01,8.340545291900062219e-01
5.115554697125629380e-01,7.246815526410005370e-01
5.977108205132242169e-01,7.006033713069399482e-01
5.632550448397921627e-01,7.088126683874300671e-01
4.076277858396023523e-01,7.598878254018901490e-01
5.299299844569167472e-01,7.195991375532443390e-01
5.451049390654920668e-01,7.138399589528658939e-01
3.315427340484576879e-01,7.866311840916735409e-01
2.229117080850842592e-01,8.295952022063604048e-01
2.400621542902116878e-01,8.196787014894972856e-01
6.402937074672745421e-01,6.945140570938903579e-01
6.141190424808036230e-01,6.969117031938848461e-01
2.934969426069077292e-01,7.998892795053956783e-01
4.662724901464454508e-01,7.392699693967245134e-01
5.305440812920669824e-01,7.182780074590789932e-01
5.699650312802827523e-01,6.177067134841213170e-01
4.233335698455600316e-01,6.973264111903290097e-01
