2.677254676818847656e-01,3.617545366287231445e-01,7.123444080352783203e-01,3.101321682333946228e-02,-3.101321682333946228e-02,2.267383338232775714e-02
5.428558588027954102e-01,3.926060199737548828e-01,8.598138093948364258e-01,8.567346930503845215e-01,-8.567346930503845215e-01,2.640972388513063152e-01
9.390143752098083496e-01,6.023049950599670410e-01,6.899220347404479980e-01,1.173105165362358093e-01,-1.173105165362358093e-01,3.135865832561535171e-02
7.170526385307312012e-01,5.265664458274841309e-01,4.052920937538146973e-01,3.065551072359085083e-02,-3.065551072359085083e-02,1.949030345859625868e-02
8.212763071060180664e-01,1.175328344106674194e-02,5.357573740184307098e-03,9.606598019599914551e-01,-9.606598019599914551e-01,3.446507587577727350e-01
5.815475583076477051e-01,1.176966503262519836e-01,4.938941597938537598e-01,2.619156837463378906e-01,-2.619156837463378906e-01,5.798365312485032064e-02
6.397258043289184570e-01,9.895377755165100098e-01,6.931833028793334961e-01,4.126420617103576660e-01,-4.126420617103576660e-01,2.015848603604055711e-01
3.129539489746093750e-01,9.818191528320312500e-01,7.207077741622924805e-01,5.349704623222351074e-01,-5.349704623222351074e-01,2.145216534700580269e-01
6.260218620300292969e-01,2.308386862277984619e-01,9.247749447822570801e-01,2.234496325254440308e-01,-2.234496325254440308e-01,4.779570902357477280e-02
8.343830108642578125e-01,8.269953727722167969e-02,7.406506538391113281e-01,6.302270889282226562e-01,-6.302270889282226562e-01,1.681876491513172311e-01
8.212763071060180664e-01,1.175328344106674194e-02,5.357573740184307098e-03,9.606598019599914551e-01,-9.606598019599914551e-01,3.446507587577727350e-01
6.397258043289184570e-01,9.895377755165100098e-01,6.931833028793334961e-01,4.126420617103576660e-01,-4.126420617103576660e-01,2.015848603604055711e-01
3.129539489746093750e-01,9.818191528320312500e-01,7.207077741622924805e-01,5.349704623222351074e-01,-5.349704623222351074e-01,2.145216534700580269e-01
9.448318698732642851e-01,6.023049950599670410e-01,3.745758301233886867e-02,1.173105165362358093e-01,-1.173105165362358093e-01,1.537466712254484946e-01
7.170526385307312012e-01,5.265664458274841309e-01,4.052920937538146973e-01,8.460637283893387428e-01,-8.460637283893387428e-01,3.441159787187189067e-01
7.194041072749136623e-01,5.269891969581751434e-01,3.940830462217358443e-01,1.187094078018419152e-02,-1.187094078018419152e-02,3.212182466693036531e-02
8.212763071060180664e-01,1.175328344106674194e-02,6.615415717544832486e-01,9.735260904027130957e-01,-9.735260904027130957e-01,4.380810903490157671e-01
5.428558588027954102e-01,3.926060199737548828e-01,8.598138093948364258e-01,8.567346930503845215e-01,-8.567346930503845215e-01,2.640972388513063152e-01
6.397258043289184570e-01,9.895377755165100098e-01,6.931833028793334961e-01,4.126420617103576660e-01,-4.126420617103576660e-01,2.015848603604055711e-01
7.170526385307312012e-01,5.265664458274841309e-01,4.052920937538146973e-01,8.460637283893387428e-01,-8.460637283893387428e-01,3.441159787187189067e-01
8.029822572026745764e-01,5.028094549757226028e-01,7.190719438306442113e-01,4.840776651454081758e-01,-4.840776651454081758e-01,2.183180053873599036e-01
7.187545975165759993e-01,5.508689516197728953e-02,3.796411083221353788e-01,9.591671894012558930e-01,-9.591671894012558930e-01,5.337817999762037857e-01
8.248015544694020651e-01,3.961423525891183406e-03,3.733838547184176182e-03,2.062543400770000535e-03,-2.062543400770000535e-03,1.552751166772026181e-01
7.158788599115297746e-01,5.422908115169509102e-01,2.649193974445507305e-01,9.606598019599914551e-01,-9.606598019599914551e-01,5.015970881070757059e-01
